feature,explanation,recall,fuzz,url
resid_6-2,"Auxiliary verbs and linking verbs (e.g. ""have"", ""is"", ""are"", ""be"") in formal or instructional text, often used to form the present perfect or simple present tenses.",0.71,0.72,https://demo-7m2z.onrender.com/gpt2/resid_6-2.html
resid_6-3,"The suffix ""-istry"" in various nouns, often related to professions or fields of study.",0.42,0.64,https://demo-7m2z.onrender.com/gpt2/resid_6-3.html
resid_6-7,"The suffix ""-rans"" or ""-RAN"" in a word, often indicating an action of forcefully taking or searching something.",0.19,0.37,https://demo-7m2z.onrender.com/gpt2/resid_6-7.html
resid_6-10,"Left parenthesis in formatted text, often indicating a rating, score, or timestamp.",0.5,0.76,https://demo-7m2z.onrender.com/gpt2/resid_6-10.html
resid_6-16,Days of the week.,0.31,0.6799999999999999,https://demo-7m2z.onrender.com/gpt2/resid_6-16.html
resid_6-13,"Military-related terms, including ranks, branches, and statuses (e.g., reserve, enlisted, active duty).",0.36,0.45999999999999996,https://demo-7m2z.onrender.com/gpt2/resid_6-13.html
resid_6-11,"The phrase ""up"" in the context of setting or lining up for an action or position, often in sports.",0.25,0.21000000000000002,https://demo-7m2z.onrender.com/gpt2/resid_6-11.html
resid_6-12,"Punctuation marks, specifically delimiters and separators (/, ||, ,, #, :, _, �) in structured data, such as lists, tables, or technical notation.",0.5800000000000001,0.77,https://demo-7m2z.onrender.com/gpt2/resid_6-12.html
resid_6-14,"Prepositions and conjunctions indicating exceptions or contrasts, often used in phrases like ""except for"", ""but"", ""save for"", or ""with only"".",0.46,0.44,https://demo-7m2z.onrender.com/gpt2/resid_6-14.html
resid_6-15,"The digit ""2"" in various contexts, often related to R2-D2, a Star Wars character, or as part of a model/series number.",0.29,0.23,https://demo-7m2z.onrender.com/gpt2/resid_6-15.html
resid_6-18,"The first name ""Brian"" in a sentence, often referring to a specific person.",0.44,0.72,https://demo-7m2z.onrender.com/gpt2/resid_6-18.html
resid_6-17,"Non-ASCII characters, specifically Cyrillic characters or unknown Unicode characters, which may indicate non-English text or corrupted data.",0.53,0.9199999999999999,https://demo-7m2z.onrender.com/gpt2/resid_6-17.html
resid_6-20,"The neuron activates on nouns representing abstract concepts, particularly those related to effects, principles, and hypotheses.",0.41000000000000003,0.42000000000000004,https://demo-7m2z.onrender.com/gpt2/resid_6-20.html
resid_6-19,"The word ""what"" in phrases expressing curiosity or inquiry, often in the context of experimentation or exploration.",0.26,0.29000000000000004,https://demo-7m2z.onrender.com/gpt2/resid_6-19.html
resid_6-21,"The word ""mythology"".",0.15,0.23,https://demo-7m2z.onrender.com/gpt2/resid_6-21.html
resid_6-22,"The adverb ""exactly"" indicating precise knowledge or understanding.",0.35,0.55,https://demo-7m2z.onrender.com/gpt2/resid_6-22.html
resid_6-24,"The prefix ""End"" in a word, often indicating the end or conclusion of something.",0.5,0.6799999999999999,https://demo-7m2z.onrender.com/gpt2/resid_6-24.html
resid_6-29,"The suffix ""alty"" in real estate-related words, such as ""Realty"".",0.11,0.32,https://demo-7m2z.onrender.com/gpt2/resid_6-29.html
resid_6-27,"The prefix ""Engine"" in various words related to engineering, such as ""Engineering"" or ""Engineer"".",0.37,0.53,https://demo-7m2z.onrender.com/gpt2/resid_6-27.html
resid_6-26,"The verb ""influenced"" or its synonyms (""shaped"", ""informed"") in a sentence, indicating a causal relationship between two entities or concepts.",0.21,0.29,https://demo-7m2z.onrender.com/gpt2/resid_6-26.html
resid_6-28,"The prefix ""pall-"" or ""pal-"" in a word, often related to medical or aesthetic contexts.",0.41,0.43000000000000005,https://demo-7m2z.onrender.com/gpt2/resid_6-28.html
resid_6-31,"The word ""To"" indicating the start of an infinitive phrase, often preceding a verb or action.",0.6,0.8,https://demo-7m2z.onrender.com/gpt2/resid_6-31.html
resid_6-32,"Periods (.) at the end of sentences, often indicating the end of a quotation or a statement.",0.8300000000000001,0.53,https://demo-7m2z.onrender.com/gpt2/resid_6-32.html
resid_6-30,"The token ""area"" or ""areas"" (or ""region"") referring to a geographic location, often in the context of conflict, crisis, or humanitarian issues.",0.43,0.71,https://demo-7m2z.onrender.com/gpt2/resid_6-30.html
resid_6-37,"The suffix ""ral"" in words related to Australia.",0.05,0.27,https://demo-7m2z.onrender.com/gpt2/resid_6-37.html
resid_6-34,"The suffix ""-ell"" or ""-ellie"" in proper nouns, typically names.",0.33,0.54,https://demo-7m2z.onrender.com/gpt2/resid_6-34.html
resid_6-36,"Exclamation marks (!) at the end of a sentence or phrase, often indicating excitement or emphasis.",0.48,0.7,https://demo-7m2z.onrender.com/gpt2/resid_6-36.html
resid_6-40,"The verb ""lived"" in the context of describing a person's past or current residence.",0.42,0.55,https://demo-7m2z.onrender.com/gpt2/resid_6-40.html
resid_6-39,"Ordinal suffixes (""nd"" or ""rd"") in numbers (e.g., 2nd, 3rd).",0.53,0.71,https://demo-7m2z.onrender.com/gpt2/resid_6-39.html
resid_6-42,"Single-digit or double-digit numbers, often appearing in citations or references, typically enclosed in square brackets.",0.5,0.5900000000000001,https://demo-7m2z.onrender.com/gpt2/resid_6-42.html
resid_6-41,"The phrase ""with the exception"" or the word ""exception"" in a sentence, indicating a specific exclusion or exemption.",0.36,0.5800000000000001,https://demo-7m2z.onrender.com/gpt2/resid_6-41.html
resid_6-43,"Adverbs and adverbial phrases indicating uncertainty, addition, or confirmation, often used in informal writing or spoken language.",0.52,0.7,https://demo-7m2z.onrender.com/gpt2/resid_6-43.html
resid_6-45,"The term ""distribution"" or ""distributions"" in the context of Linux operating systems.",0.14,0.30000000000000004,https://demo-7m2z.onrender.com/gpt2/resid_6-45.html
resid_6-44,"The neuron activates on the prefixes ""siph"" and ""Cah"", which are parts of specific words, often proper nouns or technical terms.",0.18,0.25,https://demo-7m2z.onrender.com/gpt2/resid_6-44.html
resid_6-49,"The name ""Leon"" in various contexts, often referring to a person.",0.07,0.19,https://demo-7m2z.onrender.com/gpt2/resid_6-49.html
resid_6-46,"The geographical region ""Kashmir"", often referring to the disputed territory between India and Pakistan.",0.02,0.08,https://demo-7m2z.onrender.com/gpt2/resid_6-46.html
resid_6-48,"The conjunction ""and"" in geographic or anatomical contexts, often connecting two parts of a whole.",0.25,0.32,https://demo-7m2z.onrender.com/gpt2/resid_6-48.html
resid_8-2,"The definite article ""the"".",0.69,0.47,https://demo-7m2z.onrender.com/gpt2/resid_8-2.html
resid_8-5,"The adjective ""busy"" describing a location or area with high activity.",0.22,0.15000000000000002,https://demo-7m2z.onrender.com/gpt2/resid_8-5.html
resid_8-7,"The adjective ""growing"" in a phrase indicating an increasing quantity or trend.",0.32,0.44000000000000006,https://demo-7m2z.onrender.com/gpt2/resid_8-7.html
resid_8-10,"The preposition ""as"" indicating a role, function, or purpose.",0.42,0.62,https://demo-7m2z.onrender.com/gpt2/resid_8-10.html
resid_8-6,"The adverb ""often"" in first-person sentences, indicating a frequent or habitual action.",0.18,0.29000000000000004,https://demo-7m2z.onrender.com/gpt2/resid_8-6.html
resid_8-3,"Proper nouns, names of specific entities, or common nouns that refer to distinct objects, concepts, or categories.",0.63,0.5,https://demo-7m2z.onrender.com/gpt2/resid_8-3.html
resid_8-11,"The verb ""join"" or ""joined"" in the context of entering or becoming a part of a group, chat, or organization.",0.41,0.51,https://demo-7m2z.onrender.com/gpt2/resid_8-11.html
resid_8-4,"The verb ""wrote"" or ""writes"" indicating authorship or attribution of a text or quote.",0.34,0.61,https://demo-7m2z.onrender.com/gpt2/resid_8-4.html
resid_8-9,"The word ""cannibal"" or its variations, often in the context of discussing or referencing cannibalism.",0.08,0.08,https://demo-7m2z.onrender.com/gpt2/resid_8-9.html
resid_8-12,"Suffixes ""-piration"", ""-oration"", and ""-synthesis"" in scientific or technical contexts, often related to biological or chemical processes.",0.15,0.39,https://demo-7m2z.onrender.com/gpt2/resid_8-12.html
resid_8-13,"The token ""ro"" in words, often indicating a prefix or part of a verb.",0.43000000000000005,0.45999999999999996,https://demo-7m2z.onrender.com/gpt2/resid_8-13.html
resid_8-14,"Single-digit numbers, often part of a section or statute reference in legal or legislative text.",0.38,0.64,https://demo-7m2z.onrender.com/gpt2/resid_8-14.html
resid_8-18,"The term ""binding"" in various scientific, technical, and bibliographic contexts.",0.37,0.39,https://demo-7m2z.onrender.com/gpt2/resid_8-18.html
resid_8-17,"The prefix ""tre"" in English words, often indicating a sense of three, trembling, or treasure.",0.38,0.5800000000000001,https://demo-7m2z.onrender.com/gpt2/resid_8-17.html
resid_8-16,"The token ""plate"" or ""plates"" in various contexts, often related to objects or structures with a flat surface.",0.41,0.73,https://demo-7m2z.onrender.com/gpt2/resid_8-16.html
resid_8-20,"The token ""t"" in a URL, specifically in the ""t.co"" domain, indicating a Twitter link.",0.03,0.11,https://demo-7m2z.onrender.com/gpt2/resid_8-20.html
resid_8-19,"The country ""Serbia"" when mentioned in a text, often in a list of countries or in a geographical context.",0.25,0.4,https://demo-7m2z.onrender.com/gpt2/resid_8-19.html
resid_8-24,"The middle initial ""M"" in a person's full name.",0.32,0.63,https://demo-7m2z.onrender.com/gpt2/resid_8-24.html
resid_8-23,"The ""/"" symbol in a date, indicating a separator between month, day, and year.",0.45,0.69,https://demo-7m2z.onrender.com/gpt2/resid_8-23.html
resid_8-21,"The verb ""raise"" or its variations (""raised"", ""raises"", ""raising"") in various contexts, often indicating physical movement or action.",0.32,0.53,https://demo-7m2z.onrender.com/gpt2/resid_8-21.html
resid_8-27,"Prepositions (""with"", ""to"", ""between"") indicating interaction or communication between entities.",0.45999999999999996,0.48,https://demo-7m2z.onrender.com/gpt2/resid_8-27.html
resid_8-26,"The auxiliary verb ""have"" in conditional sentences, typically indicating a hypothetical or uncertain situation.",0.51,0.64,https://demo-7m2z.onrender.com/gpt2/resid_8-26.html
resid_8-25,"The preposition ""of"" and sometimes ""the"" in percentage or proportion phrases, indicating a part-to-whole relationship.",0.47,0.59,https://demo-7m2z.onrender.com/gpt2/resid_8-25.html
resid_8-31,"The word ""space"" in the context of outer space or a vacuum.",0.32,0.4,https://demo-7m2z.onrender.com/gpt2/resid_8-31.html
resid_8-28,"The preposition ""against"" in the context of sports, indicating a team or entity competing or playing a match/game.",0.26,0.41000000000000003,https://demo-7m2z.onrender.com/gpt2/resid_8-28.html
resid_8-29,"Single digits or single letters, often in a sequence, typically in the context of codes, IDs, or technical information.",0.41,0.79,https://demo-7m2z.onrender.com/gpt2/resid_8-29.html
resid_8-30,"Tokens representing file formats, protocols, or technical terms, often in the context of HTTP headers or file paths.",0.35,0.45,https://demo-7m2z.onrender.com/gpt2/resid_8-30.html
resid_8-32,"The word ""past"" in a sentence, often indicating a time period prior to the present.",0.47,0.66,https://demo-7m2z.onrender.com/gpt2/resid_8-32.html
resid_8-33,"The ""Rh"" prefix in proper nouns, often indicating a person's name or a geographical location.",0.33999999999999997,0.5700000000000001,https://demo-7m2z.onrender.com/gpt2/resid_8-33.html
resid_8-34,"Period (.) in abbreviations, typically indicating a state or direction (e.g., N.W., N.E., etc.) in addresses or geographic locations.",0.33999999999999997,0.33999999999999997,https://demo-7m2z.onrender.com/gpt2/resid_8-34.html
resid_8-35,"The abbreviation ""AMA"", often referring to the American Medical Association or Ask Me Anything.",0.12,0.35,https://demo-7m2z.onrender.com/gpt2/resid_8-35.html
resid_8-41,"The preposition ""to"" in idiomatic expressions.",0.53,0.41000000000000003,https://demo-7m2z.onrender.com/gpt2/resid_8-41.html
resid_8-39,"Honorific titles (""Mr."", ""Mr"") followed by a surname or a title.",0.42,0.5800000000000001,https://demo-7m2z.onrender.com/gpt2/resid_8-39.html
resid_8-37,"Adverbs and adverbial phrases indicating degree or manner, often used to modify verbs or adjectives.",0.45,0.6799999999999999,https://demo-7m2z.onrender.com/gpt2/resid_8-37.html
resid_8-44,"Prepositions ""in"" or ""on"" indicating location or presence within a space or vehicle.",0.45999999999999996,0.45,https://demo-7m2z.onrender.com/gpt2/resid_8-44.html
resid_8-36,"The neuron is activated by phrases related to discovering or learning information, such as ""find out"" or ""learn"", often in the context of future events or revelations.",0.26,0.52,https://demo-7m2z.onrender.com/gpt2/resid_8-36.html
resid_8-47,"The auxiliary verbs ""would"" and ""will"" in conditional or hypothetical sentences.",0.39,0.62,https://demo-7m2z.onrender.com/gpt2/resid_8-47.html
resid_8-45,"Multimedia and digital content types (e.g., video, clip, file, shot, scan, recording, copy, edition, cast, diagram, footage).",0.26,0.53,https://demo-7m2z.onrender.com/gpt2/resid_8-45.html
resid_8-49,"Two-digit numbers, often percentages or prices, in a numerical context.",0.17,0.11,https://demo-7m2z.onrender.com/gpt2/resid_8-49.html
resid_8-48,"The prefix ""nont"" or ""antit"" in a word, often indicating negation or opposition.",0.39,0.6699999999999999,https://demo-7m2z.onrender.com/gpt2/resid_8-48.html
resid_10-9,"The verb ""sing"" in various contexts, often related to music or vocal performance.",0.33,0.43000000000000005,https://demo-7m2z.onrender.com/gpt2/resid_10-9.html
resid_10-1,"The surname ""Benson"" or ""enson"" in various contexts, often referring to a specific person.",0.09,0.13,https://demo-7m2z.onrender.com/gpt2/resid_10-1.html
resid_10-10,"Part of a brand name, abbreviation, or numeral in a proper noun, often related to technology or media.",0.42000000000000004,0.55,https://demo-7m2z.onrender.com/gpt2/resid_10-10.html
resid_10-2,"The first name ""Jeff"" in a professional or formal context, often referring to a person of authority or expertise.",0.15,0.32,https://demo-7m2z.onrender.com/gpt2/resid_10-2.html
resid_10-6,"Linking verbs (""is"", ""'s"", ""was"") in sentences, often used to establish a state or condition.",0.66,0.57,https://demo-7m2z.onrender.com/gpt2/resid_10-6.html
resid_10-7,"Punctuation marks (commas, dashes) and conjunctions (""then"", ""so"", ""but"") that connect clauses or items in a list, often in explanatory or mathematical contexts.",0.73,0.6699999999999999,https://demo-7m2z.onrender.com/gpt2/resid_10-7.html
resid_10-0,"The suffix ""et"" in proper nouns, typically surnames.",0.2,0.35,https://demo-7m2z.onrender.com/gpt2/resid_10-0.html
resid_10-5,"The abbreviations ""DR"" (Doctor), ""STR"" (Abstract), ""MIN"" (Min), and ""V"" (Advanced) in formal or official contexts, often related to addresses or administrative information.",0.16999999999999998,0.1,https://demo-7m2z.onrender.com/gpt2/resid_10-5.html
resid_10-4,"Period (.) punctuation mark, often indicating the end of a sentence or a pause in dialogue.",0.75,0.49,https://demo-7m2z.onrender.com/gpt2/resid_10-4.html
resid_10-8,"Geographical locations, words related to togetherness, and suffixes (-after, -ies, -fully, -side, -here, -our) indicating a sense of place or unity.",0.48,0.45999999999999996,https://demo-7m2z.onrender.com/gpt2/resid_10-8.html
resid_10-13,"The preposition ""of"".",0.54,0.64,https://demo-7m2z.onrender.com/gpt2/resid_10-13.html
resid_10-17,"The preposition ""of"" in phrases indicating family relationships or possession.",0.36,0.38,https://demo-7m2z.onrender.com/gpt2/resid_10-17.html
resid_10-19,"The word ""sexual"" in the context of abuse, assault, or exploitation.",0.27,0.35,https://demo-7m2z.onrender.com/gpt2/resid_10-19.html
resid_10-12,"The names of cities, specifically Osaka and Istanbul, often in the context of geographic locations or events related to those cities.",0.18,0.36,https://demo-7m2z.onrender.com/gpt2/resid_10-12.html
resid_10-11,"The token ""email"" or similar tokens (""post"", ""shipping"", ""customer"") in the context of online forms, subscriptions, or login credentials.",0.28,0.32,https://demo-7m2z.onrender.com/gpt2/resid_10-11.html
resid_10-20,"The token ""pouch"", often referring to a container or enclosure.",0.18,0.14,https://demo-7m2z.onrender.com/gpt2/resid_10-20.html
resid_10-18,"The pronoun ""this"" preceding a hyperlink or URL, often used to direct the reader to additional information or resources.",0.37,0.33,https://demo-7m2z.onrender.com/gpt2/resid_10-18.html
resid_10-21,"The adjective ""religious"" in various contexts, often related to freedom, expression, or exemptions.",0.22,0.25,https://demo-7m2z.onrender.com/gpt2/resid_10-21.html
resid_10-23,"Sentence-ending periods (.) in written text, often following a statement of death or a factual event.",0.55,0.52,https://demo-7m2z.onrender.com/gpt2/resid_10-23.html
resid_10-14,"Special characters and symbols, often used in HTML, XML, or other markup languages, such as quotation marks, equals signs, and angle brackets, as well as some common words and phrases that appear in metadata or technical contexts.",0.47,0.6799999999999999,https://demo-7m2z.onrender.com/gpt2/resid_10-14.html
resid_10-30,The trademark symbol (™).,0.4,0.7,https://demo-7m2z.onrender.com/gpt2/resid_10-30.html
resid_10-26,"The definite article ""the"" preceding a proper noun, typically a person's name or title.",0.37,0.53,https://demo-7m2z.onrender.com/gpt2/resid_10-26.html
resid_10-28,"Period (.) in URLs, often preceding a domain or subdomain.",0.44,0.45999999999999996,https://demo-7m2z.onrender.com/gpt2/resid_10-28.html
resid_10-24,"The word ""This"" in a formal or legal context, often preceding a statement of rights, disclaimers, or copyright information.",0.39,0.6499999999999999,https://demo-7m2z.onrender.com/gpt2/resid_10-24.html
resid_10-34,"The token ""Score"" in various contexts, often related to ratings, evaluations, or results.",0.43,0.72,https://demo-7m2z.onrender.com/gpt2/resid_10-34.html
resid_10-31,"The phrase ""X <<times>>"" where X is a quantity (e.g. few, several, a couple, numerous), indicating repetition or frequency.",0.36,0.52,https://demo-7m2z.onrender.com/gpt2/resid_10-31.html
resid_10-33,"Punctuation marks ("","", ""."", ""-"", ""–"") and the conjunction ""and"" in text, often used to connect or list items, especially in the context of politics and government.",0.74,0.69,https://demo-7m2z.onrender.com/gpt2/resid_10-33.html
resid_10-35,"Punctuation marks, especially those used to separate clauses or items in a list, as well as proper nouns, particularly names.",0.64,0.48000000000000004,https://demo-7m2z.onrender.com/gpt2/resid_10-35.html
resid_10-36,"Ellipsis (...) or ""continue reading"" prompts, indicating a continuation or separation of text, often used to truncate or separate content.",0.38,0.69,https://demo-7m2z.onrender.com/gpt2/resid_10-36.html
resid_10-37,"Nouns or phrases indicating time, location, or general categories, often used to provide context or specify a particular instance.",0.6699999999999999,0.62,https://demo-7m2z.onrender.com/gpt2/resid_10-37.html
resid_10-38,"The infinitive verb ""to"" in instructional or procedural text, often indicating a necessary action.",0.43,0.36,https://demo-7m2z.onrender.com/gpt2/resid_10-38.html
resid_10-39,"The word ""accounting"" in a formal or technical context, often related to financial reporting, principles, or standards.",0.37,0.41000000000000003,https://demo-7m2z.onrender.com/gpt2/resid_10-39.html
resid_10-41,"The colon (:) symbol, often used to indicate a ratio or separation of values, typically in the context of data or statistics.",0.38,0.43999999999999995,https://demo-7m2z.onrender.com/gpt2/resid_10-41.html
resid_10-42,"Capital city names, often at the end of a sentence or phrase, indicating a specific location.",0.49,0.6,https://demo-7m2z.onrender.com/gpt2/resid_10-42.html
resid_10-46,"The prefix ""over-"" in a word, often indicating excess or too much of something.",0.43,0.54,https://demo-7m2z.onrender.com/gpt2/resid_10-46.html
resid_10-45,"Indefinite pronouns (""some"", ""many"") used to introduce or quantify a group or subset of people.",0.45,0.61,https://demo-7m2z.onrender.com/gpt2/resid_10-45.html
resid_10-44,"The comma (,) punctuation mark, often used to separate clauses or items in a list, typically preceding descriptive information about a person or entity.",0.51,0.57,https://demo-7m2z.onrender.com/gpt2/resid_10-44.html
resid_10-49,"Past tense or past participle verb forms, often indicating a desired or sought-after state.",0.6499999999999999,0.56,https://demo-7m2z.onrender.com/gpt2/resid_10-49.html
resid_10-47,"Non-ASCII characters, diacritics, or special characters, often in the context of non-English words or brand names.",0.45,0.72,https://demo-7m2z.onrender.com/gpt2/resid_10-47.html
resid_10-48,"The word ""die"" in various contexts, including as a prefix in compound adjectives (""die-hard""), as a noun referring to a metal stamp or mold, or as part of a phrase (""die cut"").",0.3,0.44999999999999996,https://demo-7m2z.onrender.com/gpt2/resid_10-48.html
